id,host_since,accommodates,bathrooms,bedrooms,beds,bed_type,first_review,instant_bookable,cancellation_policy
19280659,2017-01-16,4,2,2,2,Real Bed,2017-06-17,f,strict_14_with_grace_period
19288100,2015-08-17,4,1,0,2,Real Bed,2017-07-01,t,strict_14_with_grace_period
19289504,2014-06-20,3,1,2,2,Real Bed,,t,flexible
19291553,2015-06-14,6,1,2,4,Real Bed,2017-06-22,t,strict_14_with_grace_period
19295127,2017-05-22,3,1,1,2,Real Bed,2017-06-25,f,strict_14_with_grace_period
19297430,2016-03-02,1,1,1,1,Real Bed,,t,flexible
19297702,2015-09-08,2,1.5,1,1,Real Bed,2017-07-05,f,flexible
19298065,2015-11-02,2,1,0,1,Real Bed,2017-07-10,t,strict_14_with_grace_period
19298156,2016-10-28,6,2,2,4,Real Bed,,t,strict_14_with_grace_period
19298301,2015-12-20,4,1,2,2,Real Bed,2017-07-02,t,flexible
19298646,2017-05-18,8,2.5,3,0,Real Bed,2017-06-24,t,strict_14_with_grace_period
19298650,2017-04-22,1,2,1,2,Real Bed,2017-06-17,t,strict_14_with_grace_period
19298900,2015-10-01,2,1,1,1,Real Bed,2017-07-15,f,moderate
19299649,2013-08-06,2,1,1,1,Real Bed,2017-07-26,f,strict_14_with_grace_period
19299993,2017-06-13,2,2,1,2,Real Bed,,t,flexible
19300136,2017-02-11,2,2,1,1,Real Bed,2017-11-21,f,strict_14_with_grace_period
19301725,2017-06-15,2,1,2,1,Real Bed,,f,flexible
19302349,2017-06-15,3,1,1,2,Real Bed,2017-06-28,t,flexible
19305193,2014-01-30,4,1.5,1,2,Real Bed,,t,strict_14_with_grace_period
19316693,2016-06-10,4,2,2,2,Real Bed,2017-06-24,t,flexible
19317133,2017-06-15,2,1,1,1,Real Bed,2017-06-26,f,moderate
19318508,2015-07-16,2,1,1,1,Real Bed,2017-07-06,f,moderate
19318545,2013-04-29,2,1,1,1,Real Bed,2017-07-22,f,strict_14_with_grace_period
19319070,2017-06-16,2,1,1,1,Real Bed,2017-07-11,t,flexible
19319151,2015-12-06,12,2,3,5,Real Bed,2017-07-21,t,strict_14_with_grace_period
19319174,2017-06-16,2,1,1,1,Real Bed,2017-06-21,t,strict_14_with_grace_period
19321075,2016-06-18,1,1.5,1,1,Real Bed,2017-07-26,t,moderate
19329968,2016-07-04,1,1,1,1,Real Bed,,t,flexible
19330730,2015-08-10,2,1,1,1,Real Bed,2017-07-23,f,moderate
19332199,2014-07-13,4,1,1,1,Real Bed,2017-09-16,f,moderate
19333293,2015-11-02,2,1,0,1,Real Bed,2017-06-26,t,strict_14_with_grace_period
19333389,2016-02-16,2,1,1,1,Real Bed,2017-08-26,f,strict_14_with_grace_period
19333605,2017-06-16,3,1,2,3,Real Bed,2017-07-15,t,flexible
19333857,2016-01-26,2,1,1,1,Real Bed,2017-06-28,t,moderate
19334286,2016-06-10,2,1,1,1,Real Bed,2017-07-03,t,flexible
19334354,2015-05-08,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
19334912,2013-03-18,7,2,3,4,Real Bed,2017-09-02,f,moderate
19336020,2014-11-29,2,1,1,1,Real Bed,2017-07-01,f,flexible
19339435,2016-06-06,1,1,1,1,Real Bed,,t,flexible
19341720,2016-04-23,12,3,4,7,Real Bed,2017-07-07,t,strict_14_with_grace_period
19343307,2017-01-25,2,1,1,1,Real Bed,,t,flexible
19347262,2015-06-09,5,2,3,3,Real Bed,2017-12-27,f,strict_14_with_grace_period
19347434,2017-06-16,10,2.5,3,7,Real Bed,2017-07-09,f,strict_14_with_grace_period
19347695,2014-03-01,4,1,2,2,Real Bed,2017-06-29,t,strict_14_with_grace_period
19347755,2017-06-17,6,2,3,3,Real Bed,2018-06-11,f,strict_14_with_grace_period
19348324,2014-11-16,4,1,2,2,Real Bed,2017-09-30,f,moderate
19348616,2017-06-17,6,2,2,3,Real Bed,,t,moderate
19348635,2015-09-29,8,2,3,7,Real Bed,2017-06-26,f,strict_14_with_grace_period
19349803,2014-08-18,4,1,2,2,Real Bed,2017-07-23,t,moderate
19350646,2017-06-18,12,2.5,4,8,Real Bed,2017-09-17,t,moderate
19350967,2016-10-28,2,1,1,1,Real Bed,2017-08-02,f,flexible
19351076,2014-02-28,2,1,1,1,Real Bed,2017-08-09,t,strict_14_with_grace_period
19351230,2015-09-03,4,1,2,3,Real Bed,2017-07-09,f,strict_14_with_grace_period
19351918,2017-03-13,6,1,2,3,Real Bed,2017-07-07,t,strict_14_with_grace_period
19352068,2016-11-09,2,1,1,1,Real Bed,,f,flexible
19353210,2010-12-02,2,1,1,1,Real Bed,2017-06-24,t,flexible
19353868,2016-05-15,6,1,2,2,Real Bed,2017-09-18,f,strict_14_with_grace_period
19354224,2012-02-12,5,1,2,2,Real Bed,2017-07-03,t,strict_14_with_grace_period
19361603,2015-09-29,6,1.5,2,5,Real Bed,2017-07-28,f,strict_14_with_grace_period
19363701,2015-12-11,2,1,1,1,Real Bed,2017-06-30,t,moderate
19365381,2014-08-05,2,1,1,1,Real Bed,2017-06-23,f,moderate
19366709,2014-06-19,2,1,1,1,Real Bed,2017-06-26,f,moderate
19367507,2014-04-24,1,1,1,1,Real Bed,,t,flexible
19367651,2015-09-29,1,1,1,1,Real Bed,2017-06-30,t,flexible
19368015,2017-01-08,1,1,1,1,Real Bed,2017-06-24,f,moderate
19368802,2014-03-17,6,1,3,4,Real Bed,2017-07-09,f,strict_14_with_grace_period
19369703,2014-03-28,3,1,1,1,Real Bed,2017-07-05,t,moderate
19371781,2015-11-09,1,1,1,1,Real Bed,,f,strict_14_with_grace_period
19372535,2016-09-05,2,1,1,1,Real Bed,,t,flexible
19372824,2015-08-05,5,2,3,3,Real Bed,2017-09-23,f,flexible
19373057,2017-06-19,2,1,1,1,Real Bed,2017-06-26,t,strict_14_with_grace_period
19373434,2015-08-17,6,1,2,3,Real Bed,2017-11-08,t,strict_14_with_grace_period
19373806,2016-10-20,1,2,1,1,Real Bed,,t,flexible
19374075,2014-11-01,4,1,2,2,Real Bed,2017-12-30,t,flexible
19374869,2017-06-11,2,1,1,1,Real Bed,2017-07-03,f,strict_14_with_grace_period
19374954,2011-05-20,3,1,1,1,Real Bed,2017-08-09,f,moderate
19376684,2017-05-15,6,2,2,4,Real Bed,2017-06-21,t,strict_14_with_grace_period
19378083,2014-11-17,2,1,1,1,Real Bed,2017-07-29,f,moderate
19379054,2014-10-22,6,1,2,3,Real Bed,2017-07-15,t,strict_14_with_grace_period
19385768,2014-11-05,6,2,2,3,Real Bed,2017-08-07,f,strict_14_with_grace_period
19386337,2015-08-13,6,1,2,3,Real Bed,2017-07-03,t,strict_14_with_grace_period
19386400,2014-11-05,6,2,2,5,Real Bed,2017-07-07,f,strict_14_with_grace_period
19389697,2015-05-25,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
19391071,2016-05-13,5,3.5,1,3,Real Bed,2017-06-23,t,flexible
19391276,2016-09-11,4,1,2,2,Real Bed,2017-07-05,f,moderate
19393817,2016-09-10,16,4,6,10,Real Bed,2017-10-22,t,strict_14_with_grace_period
19393907,2013-11-11,2,1,1,1,Real Bed,2017-07-03,f,moderate
19394112,2017-06-20,2,1,1,1,Real Bed,2017-06-26,f,strict_14_with_grace_period
19394655,2015-12-27,2,1,1,1,Real Bed,2017-07-17,f,moderate
19396181,2015-02-20,4,1,2,2,Real Bed,,f,flexible
19396183,2014-10-08,1,1.5,0,1,Real Bed,,t,flexible
19399598,2016-03-31,4,1,2,2,Real Bed,2017-07-02,f,flexible
19403000,2016-05-10,2,1,1,1,Real Bed,2018-06-16,t,flexible
19403139,2012-08-03,2,1,1,1,Real Bed,2017-09-03,f,moderate
19412671,2015-09-29,6,1.5,2,5,Real Bed,2017-10-07,f,strict_14_with_grace_period
19413523,2015-09-29,6,1.5,2,5,Real Bed,2017-07-13,f,strict_14_with_grace_period
19413762,2015-09-29,4,1.5,1,4,Real Bed,2017-07-10,f,strict_14_with_grace_period
19413916,2016-04-24,1,1,1,1,Real Bed,2017-11-18,t,flexible
19414182,2015-11-02,6,1,2,3,Real Bed,2017-07-07,t,strict_14_with_grace_period
19415776,2016-11-12,2,1.5,1,1,Real Bed,2017-09-01,f,strict_14_with_grace_period
19415890,2013-04-01,4,1,2,2,Real Bed,2017-09-02,t,strict_14_with_grace_period
19416385,2016-01-22,1,2,1,1,Real Bed,2018-06-24,t,flexible
19417615,2014-11-05,4,2,2,2,Real Bed,,f,strict_14_with_grace_period
19417711,2015-10-16,2,1,1,1,Real Bed,2017-06-22,t,flexible
19418115,2016-07-12,3,1,1,1,Real Bed,,t,strict_14_with_grace_period
19418152,2017-06-21,2,1,2,2,Real Bed,,t,flexible
19418338,2017-06-21,2,1,1,2,Real Bed,2017-10-08,f,moderate
19420298,2017-03-31,1,2,1,1,Real Bed,2017-11-22,t,moderate
19421613,2014-08-31,2,1,1,0,Real Bed,2017-07-15,f,strict_14_with_grace_period
19422209,2016-09-04,2,1,1,1,Real Bed,,t,flexible
19425068,2014-05-27,6,1,3,3,Real Bed,2017-08-20,f,strict_14_with_grace_period
19425556,2015-07-23,2,1,1,1,Real Bed,,f,moderate
19425683,2012-04-28,2,2,1,1,Real Bed,2017-07-21,f,flexible
19429450,2016-11-05,16,2,4,13,Real Bed,2017-07-30,f,flexible
19437231,2013-03-20,2,1,1,1,Real Bed,2017-07-23,t,strict_14_with_grace_period
19437914,2017-06-21,3,1,1,1,Real Bed,2017-07-16,t,strict_14_with_grace_period
19438511,2011-06-30,4,2,2,3,Real Bed,,t,strict_14_with_grace_period
19438579,2014-12-11,2,1,1,1,Real Bed,2018-03-11,f,flexible
19438857,2014-07-04,12,4,5,9,Real Bed,2017-09-27,t,strict_14_with_grace_period
19439331,2017-06-21,6,1.5,2,3,Real Bed,2017-11-27,f,moderate
19439467,2017-06-21,1,1,1,1,Real Bed,,t,flexible
19439686,2014-03-25,5,1,1,2,Real Bed,2018-03-06,t,strict_14_with_grace_period
19439750,2014-03-25,5,1,1,2,Real Bed,2017-08-03,t,strict_14_with_grace_period
19441751,2017-06-22,6,3,4,4,Real Bed,,f,flexible
19443333,2017-01-08,4,1,1,2,Real Bed,2017-08-19,t,strict_14_with_grace_period
19444419,2013-07-23,5,1,3,4,Real Bed,2017-07-19,t,moderate
19445374,2015-12-16,1,1,1,1,Real Bed,2017-12-13,f,flexible
19446197,2016-04-30,4,1.5,3,3,Real Bed,,t,strict_14_with_grace_period
19446932,2015-06-03,2,1,1,1,Real Bed,2017-07-02,f,flexible
19446938,2017-06-22,1,1,1,1,Real Bed,2017-07-01,f,flexible
19448124,2016-05-14,3,1,2,2,Real Bed,2017-10-28,f,moderate
19449871,2013-04-10,8,2.5,5,1,Real Bed,,f,flexible
19455563,2016-03-17,2,1,3,1,Real Bed,,f,flexible
19457641,2012-02-24,8,3.5,3,0,Real Bed,2017-07-10,f,moderate
19458446,2016-08-03,1,1,1,1,Real Bed,,t,strict_14_with_grace_period
19458734,2017-06-22,4,1,1,2,Real Bed,2017-07-11,t,strict_14_with_grace_period
19460205,2015-04-09,2,1,1,1,Real Bed,2017-06-27,t,strict_14_with_grace_period
19460393,2017-06-19,1,1,1,1,Real Bed,2017-07-02,t,moderate
19460758,2015-06-05,2,1,1,1,Real Bed,2017-08-05,f,strict_14_with_grace_period
19460851,2014-12-30,4,1,1,1,Real Bed,2017-07-15,t,strict_14_with_grace_period
19461620,2014-05-20,1,1,1,1,Real Bed,2017-08-15,f,moderate
19463488,2017-04-02,5,1.5,2,4,Real Bed,2017-08-02,t,strict_14_with_grace_period
19463751,2014-03-09,6,1,2,3,Real Bed,2017-07-12,f,strict_14_with_grace_period
19464268,2013-01-22,6,1,3,6,Real Bed,,f,strict_14_with_grace_period
19466297,2016-02-18,2,1,0,1,Real Bed,2017-09-19,f,strict_14_with_grace_period
19466383,2017-06-23,2,0.5,1,1,Real Bed,2017-11-09,t,strict_14_with_grace_period
19467781,2017-06-23,2,1,1,1,Real Bed,,f,flexible
19474604,2017-06-23,3,0.5,1,2,Real Bed,2017-10-15,t,strict_14_with_grace_period
19474849,2017-06-23,2,2.5,1,1,Real Bed,2017-12-29,t,flexible
19476028,2015-12-24,2,1,1,1,Real Bed,2017-07-16,t,moderate
19477380,2014-10-25,11,3.5,5,7,Real Bed,2017-10-23,f,strict_14_with_grace_period
19477416,2015-10-11,8,2,2,5,Real Bed,2017-08-06,f,strict_14_with_grace_period
19478260,2017-06-24,6,2,3,3,Real Bed,2017-07-01,f,moderate
19478602,2017-01-03,4,1,2,2,Real Bed,2017-07-05,f,strict_14_with_grace_period
19478775,2011-08-02,2,1,1,1,Real Bed,2017-07-19,f,strict_14_with_grace_period
19479318,2016-06-07,8,2,4,6,Real Bed,2017-07-05,f,strict_14_with_grace_period
19480249,2016-12-30,8,2,3,4,Real Bed,2017-07-27,f,strict_14_with_grace_period
19484223,2017-06-24,2,1,1,1,Real Bed,2017-07-30,f,flexible
19488841,2017-05-21,1,2.5,1,1,Real Bed,2017-06-30,f,moderate
19490584,2013-08-17,2,1,1,1,Real Bed,,t,flexible
19490757,2016-02-22,2,1,1,1,Real Bed,2017-07-05,t,flexible
19491397,2014-12-05,2,1,0,1,Real Bed,2017-07-01,f,strict_14_with_grace_period
19491589,2015-10-25,2,1,1,1,Real Bed,2017-07-08,f,flexible
19492151,2017-06-23,6,0.5,1,3,Real Bed,2018-01-04,t,strict_14_with_grace_period
19492999,2016-03-17,4,1,2,3,Real Bed,2017-07-19,t,strict_14_with_grace_period
19495371,2017-06-15,2,1,1,1,Real Bed,2017-07-02,f,strict_14_with_grace_period
19495802,2017-06-23,4,0.5,1,2,Real Bed,2017-08-09,t,strict_14_with_grace_period
19496562,2016-05-03,1,1,1,1,Real Bed,2017-07-30,f,flexible
19505295,2017-06-25,2,1,1,1,Real Bed,2017-07-31,f,strict_14_with_grace_period
19506043,2015-11-07,4,1,1,3,Real Bed,2017-07-08,t,strict_14_with_grace_period
19506493,2013-06-14,2,1,1,1,Real Bed,2018-02-24,f,flexible
19507283,2013-07-07,2,1,1,1,Real Bed,2018-02-25,t,strict_14_with_grace_period
19507397,2015-07-21,1,1,1,1,Real Bed,2017-07-05,f,moderate
19507448,2015-03-03,2,1,1,1,Real Bed,2017-10-11,f,flexible
19507631,2017-06-25,3,1,1,1,Real Bed,2017-09-25,t,moderate
19507734,2016-11-14,6,2,2,3,Real Bed,2017-08-10,t,strict_14_with_grace_period
19507740,2015-07-21,2,1,1,1,Real Bed,2017-07-09,f,moderate
19508172,2013-06-04,2,1,1,1,Real Bed,2018-01-31,t,moderate
19508380,2017-06-25,3,1,1,1,Real Bed,2017-07-29,t,moderate
19508980,2017-06-26,2,1,1,1,Real Bed,2017-07-12,f,moderate
19511309,2014-05-17,10,2.5,5,8,Real Bed,2018-03-11,t,strict_14_with_grace_period
19512123,2016-05-03,3,1,3,3,Real Bed,2017-07-06,t,flexible
19513511,2016-08-03,2,1,1,1,Real Bed,,t,flexible
19513885,2016-12-10,4,1,2,2,Real Bed,2017-07-15,f,strict_14_with_grace_period
19514839,2017-05-13,4,1,2,2,Real Bed,,f,moderate
19516292,2014-07-09,8,2,4,6,Real Bed,2017-09-15,t,moderate
19518167,2017-05-20,2,1,1,1,Real Bed,2017-07-02,f,strict_14_with_grace_period
19531064,2017-06-26,2,1,1,1,Real Bed,2017-07-15,t,flexible
19531273,2015-05-05,4,1,2,3,Real Bed,2017-07-09,f,strict_14_with_grace_period
19531619,2015-05-14,1,2,1,1,Real Bed,2017-09-07,t,moderate
19531795,2015-05-05,4,1,2,2,Real Bed,2017-09-30,f,strict_14_with_grace_period
19532074,2016-12-15,4,1.5,2,2,Real Bed,2017-07-09,t,flexible
19532243,2013-08-06,5,1,3,3,Real Bed,2017-12-31,f,strict_14_with_grace_period
19533222,2017-06-26,8,1,3,8,Real Bed,2017-09-17,t,flexible
19533267,2015-04-04,5,1.5,2,4,Real Bed,2017-07-26,f,moderate
19533319,2016-10-03,4,1,1,1,Real Bed,2017-07-19,t,flexible
19533524,2016-08-07,2,1,1,1,Real Bed,2018-02-25,f,strict_14_with_grace_period
19535917,2015-04-02,1,1,1,1,Real Bed,2018-07-29,t,strict_14_with_grace_period
19536345,2017-06-27,2,1,2,2,Real Bed,,f,flexible
19539544,2015-09-16,3,1,1,2,Real Bed,2017-06-28,t,strict_14_with_grace_period
19539670,2015-09-16,6,1,2,4,Real Bed,2017-06-28,t,strict_14_with_grace_period
19539934,2014-07-28,2,1,1,1,Real Bed,2017-07-09,t,strict_14_with_grace_period
19540039,2017-06-19,4,1,1,3,Real Bed,2017-07-09,t,flexible
19540081,2014-06-08,2,1,1,2,Real Bed,2017-07-11,t,strict_14_with_grace_period
19544628,2013-10-28,2,1,1,1,Real Bed,,t,flexible
19554209,2014-09-04,2,1,1,1,Real Bed,2017-08-27,t,flexible
19554230,2015-08-14,2,1,1,1,Real Bed,,t,flexible
19555666,2017-06-27,4,1,1,2,Real Bed,2017-07-04,t,strict_14_with_grace_period
19557084,2016-08-15,2,1,1,1,Real Bed,2017-07-03,f,moderate
19557240,2017-02-07,1,1,1,1,Real Bed,2017-07-05,t,strict_14_with_grace_period
19557439,2014-10-25,10,4.5,5,6,Real Bed,2017-07-10,f,moderate
19557638,2017-06-28,4,1,1,2,Real Bed,2017-07-14,t,strict_14_with_grace_period
19558831,2014-06-13,2,1,1,1,Real Bed,2017-10-02,f,flexible
19562739,2016-07-23,5,1,2,3,Real Bed,2017-07-09,f,moderate
19562762,2015-06-21,2,1,1,1,Real Bed,,f,flexible
19563604,2014-07-13,2,1,0,1,Real Bed,2017-08-04,t,strict_14_with_grace_period
19571357,2014-04-09,4,1,1,1,Real Bed,,t,strict_14_with_grace_period
19573376,2017-06-28,6,2,3,4,Real Bed,,f,strict_14_with_grace_period
19573830,2017-05-18,8,2.5,3,5,Real Bed,2017-08-07,f,moderate
19573934,2016-02-25,2,1,0,2,Real Bed,2017-07-07,t,strict_14_with_grace_period
19574709,2014-05-03,2,1,1,1,Real Bed,2017-08-09,f,strict_14_with_grace_period
19574790,2016-02-18,2,1,1,1,Real Bed,,f,flexible
19574810,2016-07-23,4,1,2,3,Real Bed,2017-07-13,f,flexible
19575337,2012-10-29,2,1,1,1,Real Bed,2017-08-19,f,moderate
19575444,2017-06-21,1,1,1,1,Real Bed,2017-07-12,t,flexible
19578430,2016-07-16,1,1,1,1,Real Bed,2017-12-11,t,strict_14_with_grace_period
19578782,2012-05-03,2,1,1,1,Real Bed,2017-08-14,f,moderate
19580225,2016-03-16,2,1,1,1,Real Bed,2017-07-18,t,flexible
19580730,2017-03-22,2,1,2,3,Real Bed,,t,flexible
19583118,2013-08-30,4,1,1,2,Real Bed,2017-07-06,t,moderate
19583327,2016-09-02,3,1,0,1,Real Bed,2017-07-22,f,moderate
19592830,2013-09-09,5,1,2,3,Real Bed,2017-08-07,f,moderate
19593370,2011-06-14,8,2,3,4,Real Bed,2017-08-06,f,moderate
19594576,2015-02-07,3,1,1,2,Real Bed,2017-09-07,t,strict_14_with_grace_period
19595011,2017-06-30,2,1,1,1,Real Bed,2017-07-09,t,moderate
19595821,2017-06-30,5,2,2,2,Real Bed,2017-07-28,t,moderate
19596174,2016-09-10,12,4,6,9,Real Bed,2017-07-21,t,moderate
19596797,2016-10-06,2,1,1,1,Real Bed,2017-07-01,t,flexible
19600618,2015-11-17,3,1,1,1,Real Bed,2017-10-01,f,strict_14_with_grace_period
19610101,2016-09-08,1,1,1,1,Real Bed,2017-12-23,f,flexible
19610440,2013-10-20,3,1,2,2,Real Bed,2017-07-30,f,strict_14_with_grace_period
19611105,2017-06-30,2,1,1,1,Real Bed,2017-07-12,f,moderate
19611196,2013-02-03,4,1.5,2,3,Real Bed,2017-08-20,f,moderate
19612551,2016-04-10,2,1,1,1,Real Bed,2017-07-03,t,flexible
19613462,2013-07-22,4,1,2,2,Real Bed,2017-09-02,t,flexible
19613913,2013-12-30,1,1,1,1,Real Bed,2017-07-24,f,moderate
19614270,2017-06-28,8,2,4,5,Real Bed,2017-12-31,f,moderate
19614628,2017-01-11,2,1.5,1,1,Real Bed,,t,strict_14_with_grace_period
19614652,2017-07-01,1,2,1,1,Real Bed,2017-10-20,f,strict_14_with_grace_period
19624589,2015-01-13,4,1,1,3,Real Bed,2017-12-16,f,moderate
19624857,2017-07-01,4,1,2,3,Real Bed,2017-07-17,f,moderate
19625526,2017-03-25,6,1,2,4,Real Bed,2017-07-07,t,strict_14_with_grace_period
19625647,2012-08-11,5,1,2,2,Real Bed,,f,moderate
19625770,2017-03-13,2,1,1,1,Real Bed,2017-09-01,f,moderate
19626188,2015-08-16,6,2,3,3,Real Bed,2018-04-02,t,strict_14_with_grace_period
19626595,2017-07-02,2,1,1,1,Real Bed,2018-06-25,f,flexible
19626741,2017-05-26,2,1,0,1,Real Bed,2017-07-15,f,strict_14_with_grace_period
19628437,2011-01-26,2,1,1,1,Real Bed,2017-08-16,f,strict_14_with_grace_period
19629965,2016-12-20,2,1,1,1,Real Bed,,f,flexible
19630306,2016-01-04,5,1,1,4,Real Bed,2017-08-20,t,moderate
19630930,2017-07-02,2,1,1,1,Real Bed,,t,flexible
19630943,2017-07-02,4,1,1,2,Real Bed,2017-07-09,t,strict_14_with_grace_period
19631066,2017-05-26,1,1,0,1,Real Bed,2017-07-09,f,strict_14_with_grace_period
19632436,2017-05-20,1,1,1,1,Real Bed,2017-07-07,f,strict_14_with_grace_period
19633279,2015-07-21,1,1.5,3,4,Real Bed,2017-07-22,f,strict_14_with_grace_period
19643187,2016-12-01,3,1,1,2,Real Bed,2017-08-12,t,flexible
19643421,2016-08-20,2,1.5,1,1,Real Bed,2017-07-11,t,flexible
19643882,2015-11-14,2,1,1,1,Real Bed,2018-02-17,t,strict_14_with_grace_period
19643898,2015-10-06,6,2,4,6,Real Bed,2017-10-03,t,strict_14_with_grace_period
19643941,2013-06-02,2,1,1,1,Real Bed,2018-02-05,f,strict_14_with_grace_period
19643944,2015-11-14,2,1,1,1,Real Bed,,t,strict_14_with_grace_period
19643973,2015-11-14,4,2,2,2,Real Bed,2017-10-30,t,strict_14_with_grace_period
19643997,2015-11-14,2,1,1,1,Real Bed,2017-10-01,t,strict_14_with_grace_period
19644062,2015-11-14,4,2,2,2,Real Bed,2017-10-01,t,flexible
19644120,2017-07-03,3,1,1,2,Real Bed,2017-08-20,f,strict_14_with_grace_period
19644142,2015-11-14,4,2,2,2,Real Bed,,t,flexible
19644167,2015-11-14,4,2,2,2,Real Bed,2017-10-02,t,strict_14_with_grace_period
19644191,2015-11-14,4,2,2,2,Real Bed,2017-10-07,t,flexible
19644217,2015-11-14,4,2,2,2,Real Bed,,t,strict_14_with_grace_period
19644239,2015-11-14,2,1,1,1,Real Bed,2017-10-01,t,strict_14_with_grace_period
19646314,2015-10-08,2,1,0,1,Real Bed,2017-07-30,t,strict_14_with_grace_period
19646433,2015-11-29,2,1,1,1,Real Bed,2017-07-12,t,strict_14_with_grace_period
19647673,2016-04-05,4,2,2,2,Real Bed,,f,strict_14_with_grace_period
19647747,2014-08-17,2,1,1,1,Real Bed,2017-08-04,t,strict_14_with_grace_period
19648158,2017-07-03,2,1,1,1,Real Bed,2017-12-07,t,flexible
19648322,2013-07-31,2,1,1,1,Real Bed,2017-10-13,f,flexible
19648336,2017-01-26,2,1.5,1,2,Real Bed,,t,flexible
19648696,2015-06-10,10,2.5,4,8,Real Bed,2017-07-10,t,moderate
19648907,2017-05-30,4,1,1,2,Real Bed,2017-08-16,t,moderate
19649724,2013-06-26,4,1,1,2,Real Bed,2017-07-30,t,moderate
19650526,2015-05-22,4,1,2,2,Real Bed,2018-02-14,f,flexible
19652809,2017-04-26,1,1,1,1,Real Bed,2017-07-21,f,moderate
19655140,2014-02-24,2,1,1,1,Real Bed,2017-08-13,t,strict_14_with_grace_period
19660878,2016-02-09,2,1,1,1,Real Bed,2018-02-22,f,strict_14_with_grace_period
19660929,2017-07-03,6,2,3,4,Real Bed,2017-10-21,f,strict_14_with_grace_period
19662317,2016-04-11,6,3,3,3,Real Bed,2017-08-14,t,moderate
19664312,2015-08-23,4,1.5,2,2,Real Bed,2017-08-02,t,moderate
19664375,2015-05-07,4,1.5,2,2,Real Bed,2017-11-04,t,strict_14_with_grace_period
19665462,2015-03-24,1,1,0,1,Real Bed,,f,flexible
19666887,2012-07-18,2,1,1,1,Real Bed,,f,flexible
19668610,2017-06-25,2,1,1,1,Real Bed,,t,flexible
19668939,2014-03-05,2,1,1,1,Real Bed,,f,moderate
19674340,2015-10-27,4,1,0,2,Real Bed,2017-08-20,f,strict_14_with_grace_period
19679715,2017-07-04,2,1,1,1,Real Bed,2017-09-04,t,flexible
19679903,2016-07-18,2,1,1,2,Real Bed,2017-08-03,t,strict_14_with_grace_period
19680066,2017-03-15,2,1,1,1,Real Bed,,f,moderate
19680708,2016-01-13,6,1,2,3,Real Bed,2017-07-22,f,moderate
19681356,2017-06-23,3,1,1,2,Real Bed,2017-12-16,t,strict_14_with_grace_period
19681367,2017-07-04,2,1,1,1,Real Bed,2017-07-30,t,strict_14_with_grace_period
19681569,2016-01-10,4,2,2,2,Real Bed,2017-07-09,f,moderate
19681980,2017-07-04,2,1,1,1,Real Bed,2017-08-09,t,flexible
19682200,2014-10-22,6,1,2,3,Real Bed,2017-08-14,t,strict_14_with_grace_period
19682509,2016-07-18,2,1,1,1,Real Bed,2017-07-17,f,moderate
19682635,2015-09-13,4,1,2,2,Real Bed,2017-07-30,t,moderate
19684009,2017-02-21,2,1,1,1,Real Bed,2017-07-20,t,flexible
19684083,2016-10-31,2,1,1,1,Real Bed,2017-12-28,f,flexible
19684753,2011-08-06,2,1,0,1,Real Bed,2017-08-19,t,moderate
19686370,2013-03-09,4,2,2,2,Real Bed,2017-08-11,f,moderate
19686687,2017-07-05,4,1,1,2,Real Bed,2017-07-23,t,strict_14_with_grace_period
19687302,2012-05-22,2,1,1,1,Real Bed,2017-07-12,f,strict_14_with_grace_period
19694133,2015-10-17,4,1,1,2,Real Bed,2017-07-08,t,strict_14_with_grace_period
19700373,2016-01-15,6,2,3,4,Real Bed,2017-07-17,f,strict_14_with_grace_period
19700753,2017-07-05,3,1,1,2,Real Bed,,f,flexible
19701538,2017-07-05,8,1,4,6,Real Bed,,f,flexible
19701850,2016-01-03,2,1,1,1,Real Bed,2017-09-25,t,flexible
19702490,2017-07-05,1,1,1,2,Real Bed,2017-07-12,f,strict_14_with_grace_period
19703013,2017-03-25,4,1,1,3,Real Bed,2017-07-11,t,strict_14_with_grace_period
19703226,2016-10-29,2,2,1,1,Real Bed,2017-07-19,t,strict_14_with_grace_period
19703354,2016-09-10,3,1,1,1,Real Bed,2017-09-08,f,moderate
19704526,2016-04-22,6,2,2,3,Real Bed,2017-07-09,f,strict_14_with_grace_period
19704948,2017-06-04,5,2,2,2,Real Bed,2017-07-09,t,strict_14_with_grace_period
19706091,2016-12-23,4,2,2,2,Real Bed,2017-07-07,f,strict_14_with_grace_period
19707170,2017-01-31,2,1,1,1,Real Bed,2017-08-06,f,flexible
19707390,2016-01-10,4,1,1,1,Real Bed,2017-12-13,f,moderate
19708268,2017-07-06,1,2,1,1,Real Bed,2018-06-07,t,flexible
19709300,2017-06-04,3,1,1,1,Real Bed,2017-07-23,t,flexible
19709924,2016-09-13,2,1,1,1,Real Bed,2017-07-15,t,moderate
19720192,2017-02-05,2,1,2,1,Real Bed,,f,flexible
19720654,2015-03-15,5,2,2,3,Real Bed,2018-01-29,t,strict_14_with_grace_period
19721290,2017-01-09,2,1,1,1,Real Bed,2017-07-19,t,strict_14_with_grace_period
19721651,2016-12-25,2,1,1,1,Real Bed,2017-08-05,f,moderate
