id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,collect_date
17740815,81056271,Tracy,Nillumbik,-37.65823282,145.3387392,Private room,140,1,40,1/12/18,1.95,1,174,2018-12-07
17740822,6815177,Julia,Glen Eira,-37.88420539,145.0229145,Entire home/apt,209,1,35,26/11/18,1.69,17,364,2018-12-07
17741322,90130637,Anne,Kingston,-38.03753746,145.1094123,Private room,60,2,0,,,1,160,2018-12-07
17741960,9480835,Adrian,Melbourne,-37.82665286,144.9561486,Entire home/apt,130,4,4,19/08/18,0.2,1,11,2018-12-07
17742028,41370225,Ben,Melbourne,-37.81478933,144.9536361,Entire home/apt,150,1,17,31/08/18,0.86,17,28,2018-12-07
17742442,41678718,Ken,Melbourne,-37.81588474,144.952129,Entire home/apt,150,1,35,5/10/18,1.72,25,28,2018-12-07
17743285,121036471,Ian,Melbourne,-37.8156973,144.9529669,Entire home/apt,192,2,2,11/08/18,0.12,1,345,2018-12-07
17743701,71821645,Jacob,Melbourne,-37.81372567,144.9528799,Entire home/apt,100,2,68,1/12/18,3.3,2,114,2018-12-07
17746386,118475696,Chan,Melbourne,-37.80998346,144.9606644,Entire home/apt,89,1,0,,,13,0,2018-12-07
17746932,118475696,Chan,Melbourne,-37.81526815,144.9520994,Entire home/apt,100,1,0,,,13,0,2018-12-07
17747447,118475696,Chan,Melbourne,-37.81614012,144.9538654,Entire home/apt,100,1,0,,,13,0,2018-12-07
17751414,19722901,Billie,Melbourne,-37.80306209,144.9511661,Entire home/apt,226,2,2,16/06/17,0.1,1,0,2018-12-07
17754300,3069869,Hamish,Melbourne,-37.81387803,144.9742973,Entire home/apt,190,2,29,28/11/18,1.44,1,113,2018-12-07
17755313,19821605,Lina,Port Phillip,-37.87094844,144.9855486,Private room,72,2,0,,,1,75,2018-12-07
17757309,121179149,Chami,Moreland,-37.70087502,144.9091791,Entire home/apt,100,1,124,22/11/18,6.15,1,66,2018-12-07
17759263,8409268,Raquel,Port Phillip,-37.84280522,144.9393233,Entire home/apt,150,2,10,3/04/18,0.49,1,115,2018-12-07
17765832,4124328,Dianne And Martin,Yarra,-37.81229332,144.9962826,Private room,65,1,13,16/11/18,0.8,2,83,2018-12-07
17766779,108619303,Courtney,Moreland,-37.76750627,144.9617156,Entire home/apt,109,1,141,1/12/18,7.07,1,160,2018-12-07
17767568,83266572,Hilda,Maribyrnong,-37.8049729,144.9056549,Private room,89,3,1,18/10/17,0.07,1,0,2018-12-07
17767642,44054967,Yun Min,Whitehorse,-37.81961552,145.1172693,Entire home/apt,179,2,8,3/11/18,0.46,2,50,2018-12-07
17768436,13992853,YiV,Melbourne,-37.81212245,144.9672996,Entire home/apt,180,1,8,3/09/17,0.38,1,0,2018-12-07
17768630,226740,Emma,Port Phillip,-37.84060397,144.9763191,Entire home/apt,143,7,0,,,1,71,2018-12-07
17768683,116741176,Michael,Darebin,-37.7457391,144.9867301,Private room,100,1,6,21/04/18,0.29,1,365,2018-12-07
17769612,120859234,Richard,Melbourne,-37.81112208,144.9634137,Entire home/apt,120,2,74,17/11/18,3.61,1,0,2018-12-07
17769812,24559564,Yojitha,Monash,-37.86082612,145.1495156,Private room,37,3,12,5/10/18,0.58,1,89,2018-12-07
17769903,63276696,Bobby,Wyndham,-37.90983315,144.7596587,Private room,51,1,21,31/10/18,1,4,128,2018-12-07
17770214,26596449,Cindy,Yarra,-37.80277639,144.9864871,Entire home/apt,165,2,23,2/12/18,1.11,1,31,2018-12-07
17770396,102778214,Mohammad,Whittlesea,-37.63004845,145.0355522,Private room,50,2,1,27/03/17,0.05,2,0,2018-12-07
17770504,21120844,Peta,Yarra Ranges,-37.90360484,145.3411414,Entire home/apt,239,1,7,24/09/18,0.35,29,269,2018-12-07
17771241,84688686,Varun,Kingston,-37.97274046,145.0654441,Entire home/apt,100,1,0,,,1,0,2018-12-07
17778180,16985452,Tessa,Port Phillip,-37.83850264,144.9554221,Private room,84,1,10,24/02/18,0.48,1,0,2018-12-07
17778929,74424340,Amber,Port Phillip,-37.85326968,144.979623,Entire home/apt,150,1,1,26/03/17,0.05,1,0,2018-12-07
17779048,121408379,Renee,Stonnington,-37.841507,145.018109,Entire home/apt,75,1,1,16/04/17,0.05,1,0,2018-12-07
17779471,38551308,Penny,Port Phillip,-37.83609046,144.9648302,Entire home/apt,115,2,5,17/07/17,0.25,1,0,2018-12-07
17779912,8224547,Kelli,Darebin,-37.75143587,145.0008672,Entire home/apt,60,7,1,13/04/17,0.05,1,0,2018-12-07
17780188,5901274,Kathy,Darebin,-37.7764545,145.0263847,Entire home/apt,130,4,16,29/10/18,0.93,3,14,2018-12-07
17781967,37840667,Lyndel,Cardinia,-37.99273043,145.4805586,Entire home/apt,96,1,50,26/11/18,2.44,1,256,2018-12-07
17782481,26489011,Jennifer,Yarra,-37.79014488,145.0002314,Entire home/apt,109,2,41,3/10/18,1.98,1,223,2018-12-07
17782538,42883088,Tammy,Yarra,-37.8034505,144.9838793,Private room,57,2,81,26/11/18,3.91,2,72,2018-12-07
17782752,116895166,Alex,Yarra,-37.8192476,145.0140908,Entire home/apt,251,3,15,2/02/18,0.75,1,0,2018-12-07
17783218,7400299,Kim & Paul,Moreland,-37.76012338,144.9567991,Private room,62,3,23,27/11/18,1.18,1,52,2018-12-07
17783304,8530753,Jared SSP,Melbourne,-37.81503626,144.9537607,Entire home/apt,144,1,121,27/11/18,5.92,98,327,2018-12-07
17783422,63276696,Bobby,Wyndham,-37.90966937,144.7619045,Private room,39,1,34,5/11/18,1.65,4,175,2018-12-07
17784479,6648479,Christine And James,Moonee Valley,-37.77752663,144.9127926,Private room,260,2,6,13/09/17,0.32,5,0,2018-12-07
17786110,31261081,Charmaine,Melbourne,-37.81426152,144.9546894,Private room,71,2,7,11/07/17,0.34,1,0,2018-12-07
17791658,63276696,Bobby,Wyndham,-37.90863224,144.7609798,Private room,48,1,18,15/11/18,0.86,4,355,2018-12-07
17791672,63276696,Bobby,Wyndham,-37.90784239,144.7620363,Private room,51,1,12,6/11/18,0.62,4,149,2018-12-07
17792711,31634799,Mark,Port Phillip,-37.8815541,144.98244,Entire home/apt,130,3,29,16/11/18,1.41,10,74,2018-12-07
17793974,121572958,Fran,Melbourne,-37.81299549,144.9862619,Entire home/apt,119,4,58,26/11/18,2.86,1,151,2018-12-07
17794083,10517630,Jess,Moreland,-37.76372928,144.9630418,Private room,46,1,20,24/02/18,0.97,2,48,2018-12-07
17794645,121580520,Thang,Monash,-37.89837292,145.0762497,Private room,29,1,0,,,1,0,2018-12-07
17794821,50626167,Short Stay Plus,Melbourne,-37.84659589,144.9804293,Entire home/apt,220,2,18,20/11/18,0.89,23,65,2018-12-07
17795348,121588440,Stephenie,Melbourne,-37.81621272,144.9667297,Entire home/apt,170,2,103,3/12/18,5.01,1,128,2018-12-07
17796719,24990561,Theo,Banyule,-37.74079669,145.0520488,Entire home/apt,96,14,3,8/02/18,0.17,3,0,2018-12-07
17796884,32297543,RoseMary,Port Phillip,-37.83827985,144.9760646,Entire home/apt,251,2,0,,,1,0,2018-12-07
17797358,5238994,Pawan,Stonnington,-37.83812476,144.9984154,Entire home/apt,150,1,0,,,27,146,2018-12-07
17797703,66432711,Christine,Boroondara,-37.80818395,145.027869,Private room,71,2,0,,,1,0,2018-12-07
17797734,14426799,Carl,Yarra,-37.78355079,144.9825759,Entire home/apt,150,2,40,5/08/18,1.97,1,127,2018-12-07
17798175,80200351,Nabil&Ellen,Melbourne,-37.80536872,144.9603606,Private room,78,2,26,27/10/18,1.5,1,361,2018-12-07
17798458,121623216,Manuel,Cardinia,-37.9506747,145.5087456,Entire home/apt,419,2,32,17/11/18,1.64,1,230,2018-12-07
17798991,4672773,Kathryn,Moreland,-37.76970441,144.963454,Entire home/apt,161,1,6,3/11/18,0.29,1,46,2018-12-07
17799305,121629947,Julie,Melbourne,-37.81949536,144.9549663,Entire home/apt,130,1,21,12/11/18,1.01,1,298,2018-12-07
17799859,36001475,Mark,Melbourne,-37.81241456,144.9521341,Shared room,46,7,8,2/11/18,0.46,5,70,2018-12-07
17800021,22105497,Julia,Yarra,-37.79337311,144.9976559,Entire home/apt,173,3,15,4/09/17,0.74,1,0,2018-12-07
17801548,98651673,Ian,Melbourne,-37.80986361,144.9669535,Private room,93,2,42,31/12/17,2.07,2,124,2018-12-07
17808550,30491200,David,Port Phillip,-37.86451715,144.9790617,Entire home/apt,251,1,0,,,1,0,2018-12-07
17810814,760849,Boutique Stays Accommodation Group,Bayside,-37.95193772,145.0102328,Entire home/apt,345,5,5,28/08/18,0.57,55,30,2018-12-07
17811827,121592132,WeMeet,Melbourne,-37.81024285,144.9593931,Entire home/apt,224,2,36,22/11/18,1.74,6,345,2018-12-07
17812323,44648171,Daniel,Port Phillip,-37.83511914,144.9699918,Entire home/apt,90,2,10,2/12/18,2.59,1,60,2018-12-07
17813205,107417903,Frangipani,Melbourne,-37.8040039,144.9590008,Entire home/apt,109,1,34,4/11/18,1.64,9,84,2018-12-07
17813551,121592132,WeMeet,Melbourne,-37.81017401,144.9590992,Entire home/apt,161,2,16,10/11/18,0.81,6,347,2018-12-07
17813690,35425669,Paul & Paula,Melbourne,-37.8039249,144.9581797,Entire home/apt,138,1,67,26/11/18,3.48,1,318,2018-12-07
17814752,24987806,Audrey,Maroondah,-37.79512621,145.3075861,Entire home/apt,71,1,95,5/12/18,4.74,1,309,2018-12-07
17814903,48862361,Jorge,Stonnington,-37.83808436,144.9987549,Entire home/apt,96,2,7,6/12/18,0.34,1,12,2018-12-07
17818154,19062317,Ben,Port Phillip,-37.83618797,144.9678369,Private room,300,1,0,,,1,0,2018-12-07
17829174,55488821,Margaret,Melbourne,-37.81254612,144.9703603,Entire home/apt,395,2,82,25/11/18,4.19,1,264,2018-12-07
17829621,104031790,Frank,Whitehorse,-37.82160186,145.121913,Entire home/apt,100,6,26,28/10/18,1.27,1,58,2018-12-07
17831686,121951519,Tony,Stonnington,-37.84566364,144.9964145,Private room,150,2,5,7/04/18,0.35,1,53,2018-12-07
17831711,22170722,Matia,Kingston,-38.06640219,145.1395835,Private room,42,1,11,12/10/18,0.9,4,146,2018-12-07
17832370,121959743,Vibil,Wyndham,-37.91741776,144.7586028,Private room,46,2,0,,,1,0,2018-12-07
17834424,56561548,Diana,Port Phillip,-37.86438102,144.9801818,Entire home/apt,150,3,83,7/12/18,4,1,277,2018-12-07
17836790,93994353,Sandra,Wyndham,-37.90976063,144.6678261,Private room,46,1,65,26/11/18,3.17,1,144,2018-12-07
17837582,5980924,Sara,Stonnington,-37.85301146,144.9931521,Private room,84,2,1,26/03/17,0.05,1,0,2018-12-07
17847193,68510544,Eric,Melbourne,-37.81743989,144.9527135,Private room,75,2,79,3/12/18,4.58,1,29,2018-12-07
17847971,108825,Allissa,Stonnington,-37.83718259,144.9939875,Private room,98,5,9,21/11/18,0.46,2,0,2018-12-07
17848048,3538754,Bella,Stonnington,-37.8451479,144.9975541,Entire home/apt,140,1,23,24/11/18,1.18,2,57,2018-12-07
17848247,4177728,Chris,Port Phillip,-37.86339955,144.9740247,Entire home/apt,147,3,2,31/08/18,0.18,26,0,2018-12-07
17848764,10735342,Pauline,Port Phillip,-37.86354877,144.9876127,Entire home/apt,120,7,1,25/03/18,0.12,1,57,2018-12-07
17849518,13991823,Bill & Kiky,Whitehorse,-37.8254394,145.1067076,Entire home/apt,80,2,7,19/11/18,0.38,2,20,2018-12-07
17849519,31933485,Carmen,Port Phillip,-37.83500085,144.9746111,Private room,53,1,76,6/12/18,3.66,1,70,2018-12-07
17850432,8926396,Matthew,Stonnington,-37.8404369,145.0150284,Entire home/apt,155,3,6,31/12/17,0.3,1,0,2018-12-07
17850518,1739996,Paul,Port Phillip,-37.85207227,144.9797664,Entire home/apt,100,2,22,22/11/18,1.06,67,101,2018-12-07
17851104,79586236,Bernadette,Moreland,-37.75543763,144.9662011,Entire home/apt,80,1,6,25/01/18,0.3,1,0,2018-12-07
17852494,49673507,Luis,Monash,-37.92632748,145.1044918,Private room,50,2,11,30/06/18,0.55,2,351,2018-12-07
17854312,121961565,Sofia,Moreland,-37.73343575,144.9645011,Private room,25,4,1,4/04/17,0.05,1,0,2018-12-07
17854500,5068036,Susan,Melbourne,-37.79699709,144.9267227,Private room,64,1,5,10/11/18,0.29,1,129,2018-12-07
17854541,7509953,Linton,Darebin,-37.77026531,145.0081334,Entire home/apt,210,1,10,23/12/17,0.5,90,4,2018-12-07
17855233,349701,Julia,Maribyrnong,-37.80352553,144.8853041,Entire home/apt,89,1,48,18/11/18,2.64,2,313,2018-12-07
17865754,121592132,WeMeet,Melbourne,-37.81045703,144.9607062,Entire home/apt,206,2,26,17/11/18,1.43,6,345,2018-12-07
17866192,122288521,Clint,Yarra,-37.78783254,144.9774371,Private room,71,3,29,19/11/18,1.48,1,161,2018-12-07
17867010,121592132,WeMeet,Melbourne,-37.811634,144.9607867,Entire home/apt,206,2,36,18/11/18,1.75,6,340,2018-12-07
17867068,122003445,Sana,Wyndham,-37.83993453,144.6850652,Private room,60,1,35,16/11/18,2.83,1,238,2018-12-07
17867591,122306777,Lisa,Yarra,-37.80446446,144.9770978,Private room,80,2,82,2/12/18,4.05,2,88,2018-12-07
17867826,26722349,Shannon,Hobsons Bay,-37.8459405,144.8722599,Entire home/apt,197,2,28,29/10/18,1.4,2,328,2018-12-07
17868005,17440590,Alexandra,Stonnington,-37.84145412,144.9979188,Entire home/apt,100,3,2,29/05/17,0.1,1,0,2018-12-07
17869484,55415743,Penny,Melbourne,-37.80891125,144.9627692,Entire home/apt,190,1,69,14/11/18,5.04,7,0,2018-12-07
17870398,41678718,Ken,Melbourne,-37.81664032,144.9524125,Entire home/apt,98,1,45,3/12/18,2.26,25,44,2018-12-07
17870439,21192829,Dani,Yarra,-37.78741266,144.9758016,Entire home/apt,30,1,2,23/09/17,0.11,2,0,2018-12-07
17870460,41370225,Ben,Melbourne,-37.81618986,144.9524762,Entire home/apt,89,1,26,18/11/18,1.29,17,44,2018-12-07
17877278,60005207,Marta,Glen Eira,-37.89866355,145.0656371,Entire home/apt,79,1,1,15/04/17,0.05,1,0,2018-12-07
17879477,122422905,David,Stonnington,-37.84516922,144.9865641,Entire home/apt,89,1,31,27/02/18,1.51,1,0,2018-12-07
17879933,122427854,Aaron,Stonnington,-37.84171115,144.989484,Private room,65,1,59,24/11/18,2.98,1,139,2018-12-07
17880735,55324450,Bruce,Melbourne,-37.80878352,144.9571285,Entire home/apt,134,1,21,29/11/18,1.05,58,327,2018-12-07
17881065,92511739,Anna,Moonee Valley,-37.77025657,144.9173828,Private room,55,1,0,,,1,0,2018-12-07
17881508,122447457,Jennifer,Glen Eira,-37.8669631,145.0109791,Private room,80,1,0,,,1,0,2018-12-07
17882714,122461776,Fiorella,Stonnington,-37.839038,144.9938961,Entire home/apt,220,3,7,1/01/18,0.34,2,12,2018-12-07
17883657,4400317,Philippa,Yarra,-37.79576459,144.9810504,Private room,51,4,15,13/09/18,0.75,2,5,2018-12-07
17884099,68551804,Emily & Kelly’s,Yarra Ranges,-37.65397265,145.5105622,Entire home/apt,280,2,57,17/11/18,2.81,28,78,2018-12-07
17884663,40923042,Jefry,Melbourne,-37.81006492,144.9607319,Private room,84,1,9,10/07/17,0.44,1,37,2018-12-07
17884831,22100204,Matthew,Whitehorse,-37.81257293,145.1204114,Private room,55,1,20,28/10/18,0.98,4,90,2018-12-07
17884834,20406038,Rhys,Moreland,-37.77411141,144.9493617,Private room,37,4,4,22/04/17,0.19,1,0,2018-12-07
17885046,107523395,Soutarou,Melbourne,-37.80927308,144.9671368,Shared room,180,1,0,,,2,363,2018-12-07
17887185,17431055,Ada,Glen Eira,-37.883222,145.0435229,Private room,53,2,29,7/11/18,1.5,1,292,2018-12-07
17893082,117995695,Frank,Kingston,-37.97584886,145.0559479,Private room,66,2,2,28/07/17,0.1,1,90,2018-12-07
17893566,81767035,Justin,Port Phillip,-37.86630471,144.9900466,Private room,55,2,44,21/11/18,2.2,3,115,2018-12-07
17893637,113022017,Naveen Kumar,Monash,-37.90752856,145.1275061,Shared room,19,1,0,,,1,0,2018-12-07
17893725,33627510,Caitlyn,Port Phillip,-37.866401,144.9878222,Entire home/apt,120,1,5,27/05/17,0.26,1,0,2018-12-07
17894897,116000959,Mandy,Monash,-37.88618842,145.1814517,Private room,48,2,0,,,2,364,2018-12-07
17894916,122591344,Thompson,Whitehorse,-37.8201356,145.1311582,Private room,50,2,5,23/06/17,0.25,1,0,2018-12-07
17896326,7514481,Hank,Moreland,-37.75829068,144.9437494,Entire home/apt,174,2,42,27/08/18,2.12,1,0,2018-12-07
17897114,122616476,Henny,Yarra,-37.80561742,144.9774436,Private room,120,1,1,7/04/17,0.05,1,179,2018-12-07
17897768,10542674,Alisa,Yarra,-37.81003856,144.993411,Entire home/apt,126,5,4,27/03/18,0.2,1,7,2018-12-07
17897878,107725061,Todds,Melbourne,-37.82751483,144.9598334,Entire home/apt,165,1,0,,,1,365,2018-12-07
17898054,122626045,Benny,Melbourne,-37.82183473,144.9568711,Entire home/apt,100,1,138,2/12/18,6.83,1,58,2018-12-07
17898094,97501825,Wilson,Monash,-37.874878,145.1610254,Entire home/apt,152,3,14,18/11/18,0.7,2,122,2018-12-07
17898731,121592132,WeMeet,Melbourne,-37.81182115,144.9604886,Entire home/apt,143,2,17,22/11/18,0.94,6,348,2018-12-07
17898879,122635298,Graham,Melbourne,-37.81010552,144.9623888,Entire home/apt,96,5,3,13/06/17,0.16,1,0,2018-12-07
17898972,10708254,Melissa,Port Phillip,-37.86903461,144.9769793,Entire home/apt,90,1,117,1/12/18,5.81,11,333,2018-12-07
17908136,760849,Boutique Stays Accommodation Group,Yarra,-37.81313737,145.0139112,Entire home/apt,255,5,1,6/11/18,0.94,55,154,2018-12-07
17908162,48014108,Amazing Accommodations!,Stonnington,-37.84528235,144.9950749,Entire home/apt,120,1,1,26/08/18,0.29,62,332,2018-12-07
17908709,107417903,Frangipani,Melbourne,-37.80574519,144.9584724,Entire home/apt,100,1,31,23/11/18,1.51,9,54,2018-12-07
17908837,122751768,Tom,Port Phillip,-37.87380734,144.9843866,Private room,71,1,0,,,1,340,2018-12-07
17909074,122754497,Layla,Melbourne,-37.82263807,144.960047,Private room,50,7,2,1/05/17,0.1,1,0,2018-12-07
17909472,13174234,Greg And Nelda,Yarra,-37.83161661,144.9963875,Entire home/apt,195,3,14,6/10/18,0.79,1,144,2018-12-07
17909919,66990749,Annemarie,Darebin,-37.78246921,145.0005016,Entire home/apt,150,1,1,27/03/17,0.05,1,340,2018-12-07
17910228,47433463,Isabella,Bayside,-37.90650086,145.0176034,Private room,84,3,4,25/03/18,0.39,2,342,2018-12-07
17910731,39687091,Andrew,Port Phillip,-37.86240958,145.0080768,Private room,51,1,16,8/11/18,0.9,3,124,2018-12-07
17911701,75335386,Annika,Yarra,-37.79228763,144.9817795,Private room,100,2,2,29/04/17,0.1,1,0,2018-12-07
17912129,102778214,Mohammad,Whittlesea,-37.63104207,145.0356892,Shared room,35,2,0,,,2,0,2018-12-07
17912291,122788288,Ying,Boroondara,-37.81239217,145.0919931,Entire home/apt,300,20,0,,,1,179,2018-12-07
17912703,22100204,Matthew,Whitehorse,-37.81288387,145.1209318,Private room,43,1,16,1/11/18,0.79,4,89,2018-12-07
17913277,22100204,Matthew,Whitehorse,-37.8138031,145.1226763,Private room,42,1,15,19/11/18,0.74,4,90,2018-12-07
17913379,104745433,Jente,Stonnington,-37.8453046,144.9955673,Entire home/apt,112,1,6,18/11/18,0.3,2,17,2018-12-07
17913470,82658406,Zhi,Boroondara,-37.78697653,145.0621281,Private room,60,1,2,21/05/17,0.1,3,365,2018-12-07
17913533,117417470,Charbel,Yarra,-37.80027526,144.9998834,Entire home/apt,80,40,2,7/09/18,0.2,1,19,2018-12-07
17913852,39862386,Flinders Street Apartments,Melbourne,-37.81682432,144.9716331,Entire home/apt,130,1,36,15/10/18,2.53,4,42,2018-12-07
17914380,106130712,Frank & Justine,Port Phillip,-37.84158276,144.9759522,Entire home/apt,138,1,164,17/11/18,7.99,1,98,2018-12-07
17915055,5238994,Pawan,Stonnington,-37.84530414,144.9951395,Entire home/apt,120,1,0,,,27,346,2018-12-07
17915319,48014108,Amazing Accommodations!,Stonnington,-37.84553292,144.9962827,Entire home/apt,136,1,5,1/05/18,0.29,62,350,2018-12-07
17916286,41370225,Ben,Melbourne,-37.81458177,144.9536142,Entire home/apt,97,1,25,3/11/18,1.26,17,31,2018-12-07
17925643,59994038,Chantelle,Hobsons Bay,-37.86590353,144.8924251,Entire home/apt,245,2,21,10/11/18,1.02,1,93,2018-12-07
17926129,122916235,Monique,Moreland,-37.76861036,144.9439964,Entire home/apt,170,2,21,24/11/18,1.05,1,116,2018-12-07
17926291,2058617,Stay With Style,Melbourne,-37.81460027,144.9684472,Entire home/apt,227,3,8,8/10/18,0.44,23,347,2018-12-07
17927228,38299309,Hanh,Melbourne,-37.8163229,144.9646737,Entire home/apt,96,1,65,3/12/18,3.17,2,101,2018-12-07
17928580,122941834,Lance,Glen Eira,-37.90284692,145.0404137,Entire home/apt,80,2,0,,,1,0,2018-12-07
17929135,59292713,Mandy,Melbourne,-37.82403837,144.961753,Entire home/apt,300,2,26,13/11/18,1.5,1,241,2018-12-07
17929366,20787875,Rosana,Moreland,-37.77563791,144.9757548,Private room,50,1,25,27/11/18,1.24,2,320,2018-12-07
17929467,1804988,Greg,Port Phillip,-37.8432501,144.9333116,Entire home/apt,180,5,0,,,1,88,2018-12-07
17932908,122979750,Dee,Melbourne,-37.79914857,144.9481954,Entire home/apt,136,7,98,21/11/18,5.13,14,338,2018-12-07
17934795,49298152,Michelle,Yarra,-37.83066712,144.989679,Entire home/apt,173,2,25,25/11/18,1.3,1,230,2018-12-07
17937005,123018283,John,Port Phillip,-37.86694063,144.9771073,Private room,90,2,6,24/02/18,0.3,1,40,2018-12-07
17938137,47524508,Rick,Melbourne,-37.81535134,144.9534941,Entire home/apt,100,1,0,,,23,0,2018-12-07
17939233,1777499,Richard,Port Phillip,-37.83342335,144.9630479,Entire home/apt,900,2,13,28/10/18,0.65,2,352,2018-12-07
17944503,9028154,Joe,Port Phillip,-37.86725062,144.9780662,Entire home/apt,190,2,6,8/05/18,0.31,27,347,2018-12-07
17944682,52371585,Agnes,Melbourne,-37.80731064,144.9518788,Entire home/apt,100,2,1,18/04/17,0.05,1,0,2018-12-07
17944966,1739996,Paul,Melbourne,-37.82385555,144.9633327,Entire home/apt,109,2,94,25/11/18,4.61,67,84,2018-12-07
17945026,109788769,Mia,Wyndham,-37.85786005,144.7465162,Private room,145,1,7,4/11/18,0.51,6,344,2018-12-07
17945274,109788769,Mia,Wyndham,-37.85688456,144.747889,Private room,220,1,30,16/11/18,1.86,6,344,2018-12-07
17946610,105380995,Arrow On Spencer Hotel,Melbourne,-37.81407478,144.9527643,Entire home/apt,109,1,10,14/12/17,0.5,5,0,2018-12-07
17947139,123142824,Yu,Glen Eira,-37.92146413,145.0524854,Private room,28,4,8,24/10/18,0.39,1,269,2018-12-07
17948092,123151012,Katie,Stonnington,-37.83432535,144.989154,Entire home/apt,129,1,3,18/06/17,0.16,1,0,2018-12-07
17948447,10189736,Gillian,Port Phillip,-37.86250793,144.9977988,Entire home/apt,80,7,0,,,1,57,2018-12-07
17948547,31437796,Beatrice,Darebin,-37.75627191,145.024927,Private room,39,1,14,25/08/18,0.71,2,200,2018-12-07
17948820,46817754,Leissa,Hume,-37.54945582,144.7303906,Entire home/apt,150,7,15,8/04/18,0.75,1,142,2018-12-07
17949610,12161931,Alexandra,Port Phillip,-37.83677969,144.9675958,Entire home/apt,199,2,12,10/06/18,0.63,1,38,2018-12-07
17950323,2462068,Jared And Kristy,Melbourne,-37.80637278,144.9690784,Entire home/apt,138,2,111,6/12/18,5.4,1,257,2018-12-07
17950352,48014108,Amazing Accommodations!,Stonnington,-37.83653282,144.9956745,Entire home/apt,140,1,7,15/11/18,0.44,62,357,2018-12-07
17950412,123162971,Simone,Port Phillip,-37.86003052,144.9789968,Entire home/apt,136,2,10,4/12/17,0.49,1,0,2018-12-07
17950692,41370225,Ben,Melbourne,-37.81496787,144.9523407,Entire home/apt,138,1,13,7/11/18,0.66,17,29,2018-12-07
17950968,41678718,Ken,Melbourne,-37.81620175,144.9523906,Entire home/apt,138,1,31,18/11/18,1.54,25,29,2018-12-07
17951001,93930367,Gemstone Apartments,Melbourne,-37.81569656,144.9532638,Entire home/apt,127,1,48,5/11/18,2.36,19,155,2018-12-07
17951003,116914002,Jy,Darebin,-37.74234911,145.0188357,Entire home/apt,150,4,0,,,1,9,2018-12-07
17951331,121398633,Qun,Boroondara,-37.84130158,145.09523,Private room,90,1,1,6/05/17,0.05,2,24,2018-12-07
17952043,4078186,Raffaele,Stonnington,-37.84272477,144.9974954,Private room,80,2,2,30/09/17,0.1,1,0,2018-12-07
17955042,123209293,Jeff,Hobsons Bay,-37.88354265,144.7739991,Entire home/apt,199,1,0,,,1,0,2018-12-07
17955764,47524508,Rick,Melbourne,-37.81626791,144.9539538,Entire home/apt,129,1,2,28/08/17,0.1,23,0,2018-12-07
17956466,118475696,Chan,Melbourne,-37.81461084,144.9520548,Entire home/apt,108,1,0,,,13,0,2018-12-07
17963054,35370298,Blake(Mybnb),Yarra,-37.8206871,144.9896261,Entire home/apt,186,2,40,24/11/18,2.29,20,13,2018-12-07
17963188,35370298,Blake(Mybnb),Melbourne,-37.81163733,144.9632262,Entire home/apt,150,2,46,25/11/18,2.41,20,101,2018-12-07
17965160,122401047,Grant,Melbourne,-37.82140166,144.9568263,Entire home/apt,239,2,0,,,1,314,2018-12-07
17965200,118475696,Chan,Melbourne,-37.81660312,144.952437,Entire home/apt,109,1,0,,,13,0,2018-12-07
17966514,123380586,Piero,Casey,-38.08405371,145.3557418,Private room,46,2,39,18/11/18,1.94,1,162,2018-12-07
17969437,7364869,Caitlin,Stonnington,-37.84669652,144.9915099,Private room,90,1,5,13/05/17,0.24,1,0,2018-12-07
17979892,90729398,Valeria,Moreland,-37.76613731,144.9662932,Private room,66,7,2,27/12/17,0.16,89,89,2018-12-07
17979896,50626167,Short Stay Plus,Port Phillip,-37.84781796,144.9792379,Entire home/apt,210,1,13,6/01/18,0.67,23,322,2018-12-07
17980155,90729398,Valeria,Moreland,-37.76610537,144.965779,Private room,66,7,0,,,89,89,2018-12-07
17980454,24126799,Kylie,Yarra Ranges,-37.65455178,145.5173601,Entire home/apt,350,1,31,24/11/18,1.61,2,331,2018-12-07
17980749,90729398,Valeria,Moreland,-37.76560754,144.9661384,Private room,71,7,4,11/10/18,0.35,89,89,2018-12-07
17980986,90729398,Valeria,Moreland,-37.76452396,144.9673263,Private room,57,7,0,,,89,89,2018-12-07
17981118,90729398,Valeria,Moreland,-37.76629105,144.9659711,Private room,57,7,0,,,89,89,2018-12-07
17981358,90729398,Valeria,Moreland,-37.76492719,144.9654794,Private room,71,7,2,5/12/17,0.16,89,86,2018-12-07
17981514,24508892,Joseph,Melbourne,-37.81579349,144.9535737,Private room,104,1,6,24/05/17,0.29,13,0,2018-12-07
17981674,24508892,Joseph,Melbourne,-37.8163203,144.9524566,Private room,102,3,4,20/04/17,0.2,13,0,2018-12-07
17981752,90729398,Valeria,Moreland,-37.76414292,144.965549,Private room,71,7,1,2/08/18,0.23,89,89,2018-12-07
17981886,90729398,Valeria,Moreland,-37.76547905,144.9657276,Private room,66,7,0,,,89,89,2018-12-07
17982077,105051992,James,Melbourne,-37.81710299,144.9542249,Entire home/apt,161,1,4,16/11/18,0.28,4,353,2018-12-07
