id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,collect_date
9835,33057,Manju,Manningham,-37.77268393,145.0921328,Private room,60,1,4,12/09/15,0.04,1,365,2018-12-07
10803,38901,Lindsay,Moreland,-37.76650512,144.9807361,Private room,35,3,108,26/11/18,1.5,1,213,2018-12-07
12936,50121,Frank & Vince,Port Phillip,-37.85975502,144.9773691,Entire home/apt,159,3,15,7/11/18,0.15,17,326,2018-12-07
15246,59786,Eleni,Darebin,-37.75897072,144.9892279,Private room,50,2,29,15/05/17,0.3,3,0,2018-12-07
16760,65090,Colin,Port Phillip,-37.8645303,144.9922379,Private room,69,1,63,22/11/18,0.74,1,328,2018-12-07
38271,164193,Daryl,Casey,-38.05725414,145.3393561,Entire home/apt,98,1,112,1/12/18,1.14,1,328,2018-12-07
41836,182833,Diana,Darebin,-37.69729418,145.0008156,Private room,50,7,159,22/08/18,1.62,3,0,2018-12-07
43414,189682,Belinda,Melbourne,-37.81026723,144.98592,Private room,100,1,3,5/11/18,0.29,1,11,2018-12-07
43429,189684,Allan,Monash,-37.899601,145.1144745,Entire home/apt,98,2,168,3/12/18,1.72,1,310,2018-12-07
44082,193031,Vicki,Frankston,-38.14932045,145.1415689,Private room,60,3,28,13/10/18,0.29,5,310,2018-12-07
47100,212071,Loren,Yarra,-37.81803739,145.0044164,Entire home/apt,98,4,176,1/11/18,1.75,4,22,2018-12-07
50492,50121,Frank & Vince,Port Phillip,-37.86127469,144.9803786,Entire home/apt,190,3,44,2/12/18,0.6,17,316,2018-12-07
51592,190879,Michelle,Melbourne,-37.81485579,144.9626716,Entire home/apt,228,2,196,1/12/18,2.07,1,331,2018-12-07
58055,277353,Loretta,Bayside,-37.92959204,145.0256775,Private room,46,2,18,22/10/18,0.19,3,278,2018-12-07
62606,277353,Loretta,Bayside,-37.92817275,145.025176,Private room,50,2,21,29/11/18,0.22,3,328,2018-12-07
65432,277353,Loretta,Bayside,-37.9297903,145.0254793,Private room,43,2,42,22/08/18,0.44,3,337,2018-12-07
66754,50121,Frank & Vince,Yarra,-37.8209164,144.9938393,Entire home/apt,138,3,43,11/11/18,0.46,17,324,2018-12-07
67211,326880,Kate,Boroondara,-37.8036186,145.0338957,Private room,42,2,146,29/11/18,1.53,1,330,2018-12-07
68036,336319,Andre,Yarra,-37.80311551,144.9766031,Entire home/apt,161,5,27,22/01/18,0.3,1,128,2018-12-07
68411,334095,Alec,Bayside,-37.93205877,145.0146028,Entire home/apt,300,1,0,,,1,0,2018-12-07
68482,59786,Eleni,Darebin,-37.75861028,144.9892774,Entire home/apt,140,5,5,6/01/16,0.08,3,0,2018-12-07
69421,347754,Wendy,Yarra,-37.7878413,145.0054789,Entire home/apt,180,2,1,10/01/16,0.03,1,365,2018-12-07
70004,193031,Vicki,Frankston,-38.14930782,145.1418968,Private room,60,2,26,23/04/18,0.45,5,343,2018-12-07
70328,356006,Raewyn,Kingston,-38.00546325,145.0854133,Private room,68,1,101,24/11/18,1.07,1,349,2018-12-07
71156,318900,Lisa,Darebin,-37.76249518,145.0085686,Entire home/apt,60,3,4,6/11/18,0.35,1,0,2018-12-07
72576,376675,Ramona,Yarra,-37.80688626,144.9794551,Private room,120,3,431,30/11/18,4.61,2,243,2018-12-07
74324,390761,Matt,Yarra,-37.80275304,144.9761608,Entire home/apt,228,30,67,26/03/18,1.54,4,271,2018-12-07
74548,392505,Mario,Melbourne,-37.8155017,144.9589368,Private room,64,2,366,6/12/18,3.88,1,283,2018-12-07
74715,392594,Walter,Darebin,-37.77257908,145.0099414,Private room,48,2,88,28/07/18,0.94,3,106,2018-12-07
74959,395864,Linda,Port Phillip,-37.84027741,144.9359466,Private room,96,2,81,2/12/18,0.89,1,351,2018-12-07
76867,410806,Judy,Port Phillip,-37.83228713,144.9684502,Private room,84,2,234,24/11/18,2.49,1,172,2018-12-07
78143,419767,Julie,Stonnington,-37.85309803,144.9901175,Private room,98,2,121,2/12/18,1.32,1,340,2018-12-07
80986,50121,Frank & Vince,Yarra,-37.81639403,145.0026174,Entire home/apt,119,3,48,1/12/18,0.55,17,303,2018-12-07
86369,246509,Fiona,Glen Eira,-37.8697119,145.0066165,Entire home/apt,109,21,3,22/03/18,0.24,1,180,2018-12-07
108032,559227,Malcolm,Melbourne,-37.81639168,144.9665197,Entire home/apt,140,2,214,23/11/18,2.35,1,280,2018-12-07
111001,569413,Dina,Port Phillip,-37.8373889,144.9663735,Private room,80,2,26,26/10/18,0.3,19,351,2018-12-07
120487,606393,Barbara,Kingston,-37.99106955,145.0764292,Entire home/apt,90,2,68,30/11/18,0.78,2,277,2018-12-07
126723,628372,Erika,Maroondah,-37.82690664,145.2627977,Private room,50,1,18,7/04/18,0.27,1,340,2018-12-07
133617,646383,Hannah,Port Phillip,-37.84317136,144.9403133,Private room,80,6,13,13/02/18,0.15,1,179,2018-12-07
136510,668249,Shirley,Melbourne,-37.77919273,144.9404137,Private room,46,1,10,23/09/18,0.79,1,0,2018-12-07
144236,699180,Peter,Melbourne,-37.84499108,144.9792884,Private room,245,2,0,,,1,365,2018-12-07
150729,376675,Ramona,Yarra,-37.80508446,144.9794238,Private room,90,3,478,25/11/18,5.32,2,104,2018-12-07
156482,707620,Georgia,Maribyrnong,-37.81565273,144.8886978,Entire home/apt,205,2,100,24/11/18,1.2,2,42,2018-12-07
157427,717024,Margaret,Yarra Ranges,-37.90604688,145.3506869,Entire home/apt,161,1,27,16/11/18,0.31,2,340,2018-12-07
161033,770883,Karen,Yarra Ranges,-37.6328188,145.4976618,Entire home/apt,80,2,203,24/11/18,2.29,1,332,2018-12-07
161404,772011,Alice,Banyule,-37.75650916,145.0399144,Entire home/apt,138,3,9,28/10/18,0.62,2,65,2018-12-07
163077,50121,Frank & Vince,Port Phillip,-37.8795903,144.9916545,Entire home/apt,138,3,36,26/11/18,0.41,17,339,2018-12-07
167067,796181,John,Monash,-37.87145933,145.1298441,Private room,46,4,69,31/05/18,0.78,1,267,2018-12-07
171291,503485,Carmen,Port Phillip,-37.85290675,144.9604902,Entire home/apt,199,3,7,31/03/16,0.18,1,21,2018-12-07
173426,804527,Tania,Darebin,-37.76315408,144.9857754,Private room,36,1,17,11/05/18,0.19,1,0,2018-12-07
189128,668611,Toni,Boroondara,-37.81759565,145.0591287,Private room,60,1,81,6/07/18,1.11,2,73,2018-12-07
189293,182833,Diana,Darebin,-37.6987887,145.001928,Private room,30,2,1,7/05/17,0.05,3,0,2018-12-07
189406,913736,Danielle & Ruth,Yarra,-37.81757628,144.9983269,Entire home/apt,161,3,16,20/11/18,0.2,10,60,2018-12-07
189434,913736,Danielle & Ruth,Melbourne,-37.79870029,144.9667125,Entire home/apt,161,3,36,13/07/18,0.49,10,54,2018-12-07
210568,1038237,Ian,Glen Eira,-37.8689833,145.0277492,Private room,58,3,21,3/10/18,0.24,2,6,2018-12-07
213348,689924,Adrian,Port Phillip,-37.85874202,144.9863331,Private room,71,3,3,25/03/18,0.12,1,365,2018-12-07
214565,1107678,Helen,Banyule,-37.71369993,145.1238011,Private room,30,1,0,,,1,0,2018-12-07
215787,700065,Marilyn,Yarra,-37.81860841,144.9899552,Entire home/apt,93,30,41,6/07/18,0.49,1,254,2018-12-07
227028,1184368,Dan,Melbourne,-37.81571435,144.9674823,Entire home/apt,220,2,70,18/11/18,0.86,1,225,2018-12-07
227964,1165452,Julie,Moreland,-37.76957226,144.9704836,Private room,90,7,7,10/09/14,0.08,1,363,2018-12-07
229430,1198300,Daniela,Boroondara,-37.82994729,145.0510196,Private room,48,2,23,25/04/15,0.27,1,0,2018-12-07
230790,1197236,Clarelee,Yarra Ranges,-37.9051353,145.3526067,Entire home/apt,140,1,60,24/11/18,1.17,1,342,2018-12-07
232088,1214242,Mal,Moreland,-37.71003134,144.9515697,Entire home/apt,78,4,14,21/02/18,0.17,1,183,2018-12-07
232812,950667,Rosemary,Melbourne,-37.78569716,144.9561554,Entire home/apt,190,2,8,28/02/18,0.09,1,221,2018-12-07
234407,1227462,Libya,Moreland,-37.70808721,144.9475521,Private room,61,1,44,27/10/18,0.51,1,365,2018-12-07
240410,1260586,Neil,Melbourne,-37.80506804,144.9519044,Entire home/apt,155,2,60,25/11/18,0.78,1,301,2018-12-07
241263,1345462,Gloria,Melbourne,-37.78128053,144.9561807,Private room,90,1,189,24/11/18,2.27,1,352,2018-12-07
244872,605990,Jenny,Stonnington,-37.85076513,145.0101315,Private room,73,1,0,,,1,365,2018-12-07
244952,287730,Rebecca,Yarra,-37.80403059,144.9790829,Entire home/apt,125,1,260,18/11/18,3.01,1,340,2018-12-07
246337,1292150,Elaine,Melbourne,-37.81104059,144.9895625,Private room,84,1,57,5/11/18,0.7,2,365,2018-12-07
247006,538647,Chris,Port Phillip,-37.84505683,144.9570998,Private room,91,2,127,23/11/18,1.47,1,334,2018-12-07
247140,1296115,Fiona,Melbourne,-37.81700475,144.9767048,Entire home/apt,226,3,65,29/11/18,0.76,1,336,2018-12-07
248235,1300846,Ayelet,Glen Eira,-37.86392244,145.0173674,Entire home/apt,419,4,8,15/01/18,0.11,1,90,2018-12-07
252381,50121,Frank & Vince,Port Phillip,-37.88603312,144.9882295,Entire home/apt,129,3,36,26/11/18,0.43,17,323,2018-12-07
256186,1344893,Hoang And Michael,Yarra,-37.80176033,144.9847305,Entire home/apt,120,7,123,24/11/18,1.47,1,288,2018-12-07
257149,504534,Lanie,Darebin,-37.76294155,144.9963986,Entire home/apt,129,2,102,15/08/18,1.21,1,240,2018-12-07
257915,569413,Dina,Melbourne,-37.8252529,144.961453,Entire home/apt,700,2,39,20/10/18,0.47,19,345,2018-12-07
261558,1372143,Chloé,Melbourne,-37.8041725,144.953269,Private room,125,2,11,23/05/18,0.41,1,89,2018-12-07
262020,1374781,Jack,Melbourne,-37.83275171,144.9860623,Entire home/apt,161,3,107,31/10/18,1.28,1,61,2018-12-07
263871,1384456,Eliisa,Melbourne,-37.81694872,144.962951,Entire home/apt,125,7,34,26/10/18,0.48,1,334,2018-12-07
267678,1403667,Ben,Stonnington,-37.85301738,144.9962814,Entire home/apt,145,3,55,31/08/18,0.65,1,10,2018-12-07
268525,1179603,Anita,Whitehorse,-37.8129011,145.1408067,Private room,40,18,0,,,1,178,2018-12-07
268620,1407948,Richard,Melton,-37.7399385,144.7388076,Private room,72,1,0,,,1,365,2018-12-07
268849,1408673,Little Journey,Stonnington,-37.83691697,144.9928537,Entire home/apt,115,1,356,16/11/18,4.19,2,65,2018-12-07
277605,1448773,Margaret Jiin,Yarra Ranges,-37.90560044,145.395248,Entire home/apt,199,2,5,21/05/18,0.06,2,338,2018-12-07
280698,50121,Frank & Vince,Port Phillip,-37.87383759,144.9886066,Entire home/apt,199,3,38,30/11/18,3.07,17,326,2018-12-07
283257,1475619,Lulu,Yarra,-37.80440177,144.9821314,Entire home/apt,140,3,91,15/10/18,1.83,1,185,2018-12-07
284210,1480426,Kate,Yarra,-37.79849702,144.9788285,Entire home/apt,145,4,31,30/11/18,0.55,2,16,2018-12-07
286460,1490560,Uz,Glen Eira,-37.89929845,145.0185505,Private room,55,14,0,,,1,365,2018-12-07
289467,1448773,Margaret Jiin,Yarra Ranges,-37.90545664,145.3944736,Entire home/apt,251,2,3,11/06/18,0.07,2,337,2018-12-07
297350,1533260,Ryan,Brimbank,-37.78483777,144.7562492,Private room,46,1,240,2/12/18,2.87,9,333,2018-12-07
300679,1505279,Julie,Kingston,-37.94000426,145.0967893,Private room,28,2,51,5/11/18,0.64,1,286,2018-12-07
304910,1569097,Elizabeth,Bayside,-37.90389401,144.9998177,Private room,84,2,28,19/02/18,0.34,1,274,2018-12-07
307615,1582716,Sharyn,Melbourne,-37.80846796,144.9660613,Private room,75,1,96,24/11/18,1.15,2,199,2018-12-07
307630,1582716,Sharyn,Melbourne,-37.80815473,144.9662051,Private room,75,1,122,26/12/17,1.47,2,0,2018-12-07
309093,1349266,Adam,Yarra,-37.81972785,145.0007826,Entire home/apt,295,2,0,,,1,117,2018-12-07
310594,1597828,Bridget,Yarra,-37.80523392,144.9951794,Entire home/apt,125,2,118,2/12/18,1.41,1,138,2018-12-07
313648,1612516,Haydn,Melbourne,-37.81244723,144.9857561,Entire home/apt,109,4,46,6/01/18,0.56,5,294,2018-12-07
315513,1533260,Ryan,Brimbank,-37.78309553,144.757738,Private room,46,1,75,16/11/18,0.9,9,358,2018-12-07
317239,1628602,Jacqueline,Hobsons Bay,-37.82988576,144.8712253,Private room,158,3,0,,,1,365,2018-12-07
317351,721348,Living Like Locals,Port Phillip,-37.86559028,145.004714,Entire home/apt,125,7,44,7/09/18,0.57,2,349,2018-12-07
323280,1608157,Fay,Stonnington,-37.86171034,145.0210338,Private room,60,1,45,4/11/18,0.56,3,365,2018-12-07
331605,569413,Dina,Melbourne,-37.82348249,144.9617954,Entire home/apt,357,1,76,25/11/18,1,19,337,2018-12-07
334891,1705701,Veruschka,Boroondara,-37.81285063,145.0637822,Private room,65,1,3,24/02/18,0.07,1,365,2018-12-07
344458,1710397,Amanda,Port Phillip,-37.87161036,144.9844774,Entire home/apt,174,3,5,25/09/18,0.07,35,284,2018-12-07
353243,1789382,Betty,Frankston,-38.14896283,145.2091525,Private room,100,1,0,,,1,365,2018-12-07
357740,1810523,Viktoria,Casey,-38.22442664,145.3089327,Shared room,60,1,24,9/06/18,0.62,1,349,2018-12-07
361613,1292150,Elaine,Melbourne,-37.81280637,144.988213,Private room,109,1,40,2/12/18,0.56,2,363,2018-12-07
363060,1835097,Rovielle,Wyndham,-37.8454538,144.7163799,Private room,71,3,0,,,1,365,2018-12-07
363278,1835785,Alan,Yarra,-37.80255658,144.9828065,Private room,71,1,204,3/12/18,2.63,1,319,2018-12-07
365832,1847357,Susan,Port Phillip,-37.86711196,144.9938345,Entire home/apt,329,1,14,1/01/18,0.17,2,364,2018-12-07
366848,1852215,Trevor,Melbourne,-37.81132535,144.9727608,Entire home/apt,129,6,21,8/09/16,0.26,1,34,2018-12-07
376421,1892688,Brett,Banyule,-37.75303675,145.0701391,Private room,174,1,3,18/11/17,0.05,1,365,2018-12-07
381690,1914257,Shelly,Port Phillip,-37.86393062,144.9982395,Entire home/apt,114,1,28,16/03/18,0.38,1,205,2018-12-07
386252,381584,F,Boroondara,-37.80883314,145.039695,Shared room,100,30,0,,,1,365,2018-12-07
394600,485320,Julie,Moreland,-37.76910366,144.9530439,Entire home/apt,120,2,192,4/12/18,2.38,1,306,2018-12-07
397285,1710397,Amanda,Glen Eira,-37.88128683,145.0225141,Entire home/apt,174,3,7,29/10/18,0.16,35,314,2018-12-07
402105,1710397,Amanda,Glen Eira,-37.88162082,144.9983155,Entire home/apt,221,3,13,6/11/18,0.2,35,321,2018-12-07
403580,2012806,Anthony,Melbourne,-37.7997332,144.9718817,Private room,86,3,47,24/11/18,0.6,1,335,2018-12-07
403876,2014143,Abby,Stonnington,-37.84167429,145.0350475,Entire home/apt,136,3,186,4/12/18,2.47,1,122,2018-12-07
406997,2027601,Bill,Stonnington,-37.88374182,145.0609025,Private room,50,3,43,31/01/18,0.53,14,199,2018-12-07
411059,1435566,Sunny,Melbourne,-37.8164468,144.9605546,Entire home/apt,132,2,367,19/11/18,4.57,1,282,2018-12-07
414093,1710397,Amanda,Port Phillip,-37.87052183,144.9796402,Entire home/apt,246,3,16,23/09/18,0.26,35,276,2018-12-07
415776,2067875,Kate,Stonnington,-37.83789697,144.9969566,Private room,82,1,109,25/03/18,1.43,2,187,2018-12-07
419490,2068905,Victoria,Moonee Valley,-37.78484819,144.9275085,Entire home/apt,150,7,3,30/07/16,0.04,1,0,2018-12-07
432113,2148869,Marian And Alan,Melbourne,-37.82690136,144.9680543,Entire home/apt,150,6,85,23/11/18,1.06,1,268,2018-12-07
433779,2027601,Bill,Stonnington,-37.88343821,145.0611459,Private room,46,3,42,30/09/17,0.54,14,0,2018-12-07
437892,2151046,Jin,Monash,-37.90645593,145.1215561,Private room,48,21,0,,,1,365,2018-12-07
438849,2180044,Ian,Boroondara,-37.82406444,145.0565611,Entire home/apt,199,10,4,30/12/17,0.07,1,0,2018-12-07
438899,1777499,Richard,Port Phillip,-37.83358757,144.9648034,Entire home/apt,300,2,179,24/11/18,2.38,2,353,2018-12-07
448006,1710397,Amanda,Port Phillip,-37.87147967,144.9845395,Entire home/apt,174,3,8,22/07/18,0.24,35,212,2018-12-07
448017,1710397,Amanda,Port Phillip,-37.87127524,144.9842296,Entire home/apt,174,3,14,23/03/18,0.19,35,271,2018-12-07
448041,1710397,Amanda,Port Phillip,-37.87133341,144.982704,Entire home/apt,174,3,11,27/05/18,0.16,35,271,2018-12-07
449585,2232579,Nola,Boroondara,-37.80491458,145.0532543,Private room,100,1,29,3/03/18,0.41,3,340,2018-12-07
453940,2255480,Jessica,Boroondara,-37.79559276,145.0789248,Private room,40,1,0,,,5,0,2018-12-07
456950,2271938,Harry,Port Phillip,-37.85397321,144.9819777,Entire home/apt,291,5,3,15/02/16,0.05,1,365,2018-12-07
458168,1710397,Amanda,Port Phillip,-37.87273774,144.9830598,Entire home/apt,174,3,2,1/04/18,0.11,35,299,2018-12-07
458182,1710397,Amanda,Glen Eira,-37.88196825,145.0240133,Entire home/apt,174,3,6,24/09/17,0.13,35,333,2018-12-07
464528,760849,Boutique Stays Accommodation Group,Port Phillip,-37.84413534,144.939126,Entire home/apt,325,5,2,23/10/18,0.05,55,143,2018-12-07
464612,2309055,Serena And KC,Wyndham,-37.9004213,144.7249643,Private room,54,4,54,17/11/18,0.69,1,364,2018-12-07
466494,760849,Boutique Stays Accommodation Group,Yarra,-37.81723961,145.0089916,Entire home/apt,505,5,3,2/08/16,0.08,55,24,2018-12-07
466732,760849,Boutique Stays Accommodation Group,Port Phillip,-37.88789546,144.9860136,Entire home/apt,285,5,0,,,55,179,2018-12-07
467028,943036,Lucy,Melbourne,-37.80125335,144.9574716,Private room,96,2,208,16/11/18,2.62,1,310,2018-12-07
467125,1583957,Tom,Maribyrnong,-37.78143577,144.87804,Entire home/apt,115,4,51,19/04/16,0.69,1,285,2018-12-07
475855,2358976,Kirsten,Darebin,-37.73242417,144.9880939,Private room,53,1,70,2/12/18,0.89,1,364,2018-12-07
479281,760849,Boutique Stays Accommodation Group,Bayside,-37.90883251,144.9907719,Entire home/apt,335,5,2,13/10/18,0.12,55,326,2018-12-07
479333,760849,Boutique Stays Accommodation Group,Yarra,-37.78642812,145.0018018,Entire home/apt,335,5,5,30/09/18,0.11,55,162,2018-12-07
479472,760849,Boutique Stays Accommodation Group,Bayside,-37.95231098,145.0117261,Entire home/apt,305,5,3,6/03/17,0.07,55,159,2018-12-07
479736,223256,Barbara,Port Phillip,-37.86946798,144.9964316,Entire home/apt,120,2,51,10/11/18,0.71,2,1,2018-12-07
483719,9082,Dennis,Banyule,-37.7420862,145.0654082,Private room,60,1,23,18/09/18,0.3,1,171,2018-12-07
488819,1583912,Dave,Yarra,-37.80306275,144.9767032,Entire home/apt,150,4,3,15/11/15,0.04,1,0,2018-12-07
491993,1710397,Amanda,Glen Eira,-37.89715719,145.0305023,Entire home/apt,174,3,5,25/09/18,0.12,35,250,2018-12-07
492012,1710397,Amanda,Port Phillip,-37.84102771,144.9379134,Entire home/apt,195,3,9,8/11/18,0.19,35,4,2018-12-07
492071,760849,Boutique Stays Accommodation Group,Bayside,-37.94889213,145.0040469,Entire home/apt,375,5,4,15/10/17,0.09,55,168,2018-12-07
496502,2453853,Airdrie,Moreland,-37.75570943,144.9717271,Private room,30,2,222,5/12/18,2.86,1,101,2018-12-07
501143,2473007,Lisa-Marie,Port Phillip,-37.86569151,144.9788001,Private room,120,2,24,29/10/18,0.31,1,364,2018-12-07
506491,2496901,Maureen,Whitehorse,-37.84329767,145.13555,Private room,78,2,71,28/07/17,0.94,1,281,2018-12-07
508586,2255480,Jessica,Boroondara,-37.79362617,145.0847092,Private room,46,1,0,,,5,365,2018-12-07
508590,2255480,Jessica,Boroondara,-37.79399689,145.0835046,Private room,40,1,3,12/11/18,0.32,5,365,2018-12-07
508594,2255480,Jessica,Boroondara,-37.79545774,145.0834517,Private room,40,1,1,20/07/18,0.21,5,364,2018-12-07
509326,2509807,Rob,Whittlesea,-37.68273388,145.0283711,Private room,114,1,0,,,1,365,2018-12-07
513766,2531069,Sanjeev,Casey,-38.06865321,145.3342678,Private room,71,1,0,,,1,365,2018-12-07
515607,2539832,Craig,Wyndham,-37.88857619,144.6369885,Private room,30,2,42,25/11/18,0.7,2,356,2018-12-07
519819,2558288,Alan,Melbourne,-37.81456086,144.9740027,Entire home/apt,168,2,26,2/11/18,0.35,3,247,2018-12-07
524247,1710397,Amanda,Port Phillip,-37.87652049,144.9839825,Entire home/apt,221,3,16,8/10/18,0.24,35,269,2018-12-07
524570,2579341,Theresa,Yarra Ranges,-37.65516884,145.3755089,Private room,80,1,128,17/11/18,1.78,1,58,2018-12-07
529300,2600707,Alan,Port Phillip,-37.86309655,144.9839189,Entire home/apt,93,1,9,12/11/15,0.14,3,305,2018-12-07
529321,2600707,Alan,Port Phillip,-37.8595681,144.9891792,Entire home/apt,62,1,6,7/12/15,0.08,3,282,2018-12-07
529339,2600707,Alan,Port Phillip,-37.84699504,144.9621358,Private room,180,3,6,17/03/15,0.08,3,360,2018-12-07
531324,2581091,Marta,Darebin,-37.72954144,145.0291454,Private room,71,1,7,11/11/18,0.51,1,179,2018-12-07
532347,2616259,Peter,Glen Eira,-37.89248049,145.075464,Private room,72,2,24,18/11/18,0.34,4,363,2018-12-07
535813,2633177,Sharon,Melbourne,-37.81408274,144.9693336,Private room,1650,1,0,,,1,365,2018-12-07
542188,223256,Barbara,Port Phillip,-37.87211941,144.9831294,Entire home/apt,138,1,59,20/01/18,0.83,2,75,2018-12-07
546849,2027601,Bill,Stonnington,-37.88351259,145.0610267,Private room,40,3,24,19/10/18,0.32,14,128,2018-12-07
552797,2716860,Jess And Kristy,Yarra,-37.80453202,144.9779256,Entire home/apt,109,2,46,28/11/18,1.25,1,120,2018-12-07
554087,2707723,Marjolein,Port Phillip,-37.85742092,144.9747802,Private room,125,2,24,16/03/15,0.31,1,179,2018-12-07
556080,2734929,Keren,Yarra,-37.80515791,144.9823125,Entire home/apt,245,2,59,11/06/18,0.79,3,281,2018-12-07
557900,1700056,Rodger,Melbourne,-37.8175183,144.9652275,Entire home/apt,190,3,105,5/12/18,1.37,4,244,2018-12-07
564734,1710397,Amanda,Port Phillip,-37.88231634,144.9847267,Entire home/apt,174,3,3,18/10/17,0.07,35,0,2018-12-07
565813,2002047,Ely,Port Phillip,-37.8640949,145.0023522,Private room,54,4,17,14/05/18,0.25,2,363,2018-12-07
567486,2792235,Sara,Boroondara,-37.83439629,145.0348788,Private room,75,6,12,25/01/15,0.16,1,363,2018-12-07
567514,2792428,Jean,Boroondara,-37.85957632,145.0810409,Private room,40,1,12,13/10/18,0.16,3,75,2018-12-07
567941,2794092,Caleb & Jocelyn,Yarra,-37.80200724,144.987569,Private room,84,1,50,17/11/18,0.67,1,342,2018-12-07
571502,2812963,Medley,Melbourne,-37.80685644,144.9667112,Private room,80,3,14,11/02/18,0.23,5,67,2018-12-07
591772,2921365,Vivian,Melbourne,-37.81128309,144.9619753,Private room,65,3,125,22/11/18,1.75,1,145,2018-12-07
592162,2922619,Dean,Melbourne,-37.81688978,144.9537154,Entire home/apt,161,4,50,13/08/18,0.65,1,30,2018-12-07
607674,2558288,Alan,Yarra Ranges,-37.88387831,145.3618443,Entire home/apt,168,2,6,3/11/14,0.1,3,365,2018-12-07
609602,2027601,Bill,Stonnington,-37.88332809,145.0624082,Private room,50,7,31,22/10/18,0.43,14,7,2018-12-07
614259,2793499,Luxuria Property Group,Stonnington,-37.83939535,144.9960706,Entire home/apt,80,3,41,30/11/18,1.95,6,41,2018-12-07
619328,2734929,Keren,Yarra,-37.80604851,144.9807892,Private room,120,2,31,24/02/18,0.41,3,250,2018-12-07
619363,2734929,Keren,Yarra,-37.80444603,144.9805607,Private room,84,2,51,23/11/18,0.66,3,189,2018-12-07
621155,355966,Jasmin,Yarra,-37.82148066,144.9942865,Entire home/apt,105,14,1,16/09/13,0.02,2,0,2018-12-07
624205,569413,Dina,Melbourne,-37.82329968,144.9630325,Entire home/apt,230,3,20,15/02/18,0.26,19,176,2018-12-07
628156,3119669,James,Port Phillip,-37.84181138,144.9375934,Private room,65,3,92,17/11/18,1.22,2,150,2018-12-07
628370,2150180,Janine,Port Phillip,-37.84188452,144.9425284,Entire home/apt,174,20,21,18/10/17,0.27,2,250,2018-12-07
633258,440653,Rob,Stonnington,-37.85513121,144.9945128,Entire home/apt,73,3,17,28/06/18,0.22,1,0,2018-12-07
633546,3153972,Trish,Hobsons Bay,-37.82873718,144.8786093,Private room,80,2,19,24/03/18,0.26,1,323,2018-12-07
639260,172878,Christopher,Yarra,-37.80173343,144.975365,Entire home/apt,161,2,88,1/12/18,1.18,1,284,2018-12-07
641180,3079228,Anthony,Moreland,-37.77593462,144.9692759,Entire home/apt,89,3,255,2/12/18,3.47,1,185,2018-12-07
642782,917998,Wendy,Stonnington,-37.85221953,144.9933086,Entire home/apt,96,3,62,16/11/18,0.85,1,294,2018-12-07
644223,266620,Beverley,Port Phillip,-37.87044205,144.9889098,Entire home/apt,120,2,2,31/12/16,0.03,1,0,2018-12-07
648169,3251357,Ryan,Yarra,-37.79703497,144.9831112,Private room,90,3,132,10/05/18,1.73,2,250,2018-12-07
651578,3273522,Louise,Melbourne,-37.83360018,144.9839886,Private room,86,2,74,18/02/18,0.98,1,34,2018-12-07
653384,2232579,Nola,Boroondara,-37.80314805,145.0529729,Private room,100,1,13,25/03/18,0.28,3,340,2018-12-07
653386,2232579,Nola,Boroondara,-37.80319194,145.0520839,Private room,100,1,10,20/02/18,0.2,3,340,2018-12-07
656235,3304934,Jo,Monash,-37.89516013,145.0812383,Entire home/apt,125,5,22,4/11/18,0.3,1,32,2018-12-07
657209,721348,Living Like Locals,Port Phillip,-37.86094212,144.9929855,Entire home/apt,93,3,73,27/11/18,1.01,2,272,2018-12-07
661004,3251357,Ryan,Yarra,-37.79688588,144.9813153,Entire home/apt,180,3,139,11/11/18,2.09,2,11,2018-12-07
662482,569413,Dina,Port Phillip,-37.835745,144.9647666,Entire home/apt,700,2,24,20/08/18,0.32,19,349,2018-12-07
662489,569413,Dina,Port Phillip,-37.83610783,144.9645018,Private room,100,1,12,9/11/18,0.18,19,357,2018-12-07
668738,3384635,Susan,Port Phillip,-37.85946175,144.9790531,Entire home/apt,120,7,12,9/09/15,0.16,1,234,2018-12-07
670329,3396535,Jim,Yarra,-37.80318406,144.9853075,Entire home/apt,170,4,43,26/05/18,0.57,1,21,2018-12-07
671981,3395313,Tyler,Maribyrnong,-37.81554755,144.8871685,Shared room,100,1,0,,,1,365,2018-12-07
674843,3427049,Effie,Melbourne,-37.80908363,144.9819515,Private room,80,5,10,25/01/18,0.13,2,32,2018-12-07
690762,3529788,Thomas,Greater Dandenong,-37.97413366,145.2195461,Private room,80,1,1,1/03/14,0.02,1,0,2018-12-07
691140,2616259,Peter,Glen Eira,-37.89239206,145.0749477,Private room,68,2,17,1/05/18,0.29,4,364,2018-12-07
691144,2616259,Peter,Glen Eira,-37.89275956,145.0758644,Private room,68,2,17,3/11/18,0.23,4,334,2018-12-07
692656,2616259,Peter,Glen Eira,-37.89133104,145.0768863,Private room,62,2,30,15/11/18,0.5,4,335,2018-12-07
693216,3546073,Sandra,Darebin,-37.7818475,144.9981061,Private room,73,3,89,18/11/18,1.19,4,353,2018-12-07
694376,1710397,Amanda,Port Phillip,-37.85972937,144.9831624,Entire home/apt,174,3,8,23/09/18,0.15,35,9,2018-12-07
